frame,wall_ms,mode,success,message,det_valid,det_tracking,det_stable,det_corners,pose_corners,num_points,num_inliers,mean_err,max_err,confidence,persistent_count
275,90.3,TRACKING,1,Pose estimation successful.,1,1,0,35,30,30,30,0.197,0.421,0.980,30
276,85.7,TRACKING,1,Pose estimation successful.,1,1,0,33,30,30,30,0.201,0.398,0.980,30
277,86.8,TRACKING,1,Pose estimation successful.,1,1,0,32,30,30,30,0.182,0.412,0.982,30
278,89.8,TRACKING,1,Pose estimation successful.,1,1,0,34,30,30,30,0.165,0.375,0.983,30
279,87.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.204,0.391,0.980,35
280,85.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.197,0.447,0.980,35
281,85.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.176,0.422,0.982,35
282,85.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.147,0.445,0.985,35
283,85.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.147,0.317,0.985,35
284,83.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.236,0.526,0.976,35
285,85.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.257,0.573,0.974,35
286,84.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.232,0.559,0.977,35
287,85.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.108,0.243,0.989,35
288,86.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.107,0.296,0.989,35
289,86.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.148,0.338,0.985,35
290,86.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.124,0.306,0.988,35
291,84.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.119,0.272,0.988,35
292,86.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.140,0.311,0.986,35
293,84.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.160,0.333,0.984,35
294,85.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.107,0.289,0.989,35
295,84.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.175,0.402,0.983,35
296,84.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.211,0.562,0.979,35
297,85.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.208,0.493,0.979,35
298,85.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.214,0.569,0.979,35
299,85.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.183,0.462,0.982,35
300,85.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.179,0.724,0.982,35
301,85.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.212,0.781,0.979,35
302,84.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.296,0.825,0.970,35
303,86.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.230,0.800,0.977,35
304,85.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.271,0.914,0.973,35
305,84.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.217,0.638,0.978,35
306,86.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.278,0.841,0.972,35
307,85.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.188,0.519,0.981,35
308,84.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.219,0.652,0.978,35
309,85.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.188,0.385,0.981,35
310,85.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.174,0.518,0.983,35
311,84.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.213,0.559,0.979,35
312,85.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.220,0.470,0.978,35
313,85.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.329,0.690,0.967,35
314,87.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.277,0.687,0.972,35
315,85.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.307,0.701,0.969,35
316,84.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.167,0.439,0.983,35
317,86.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.152,0.282,0.985,35
318,85.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.155,0.369,0.985,35
319,84.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.216,0.576,0.978,35
320,85.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.171,0.399,0.983,35
321,85.2,TRACKING,1,Pose estimation successful.,1,1,1,35,35,35,35,0.158,0.351,0.984,35
322,86.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.133,0.273,0.987,35
323,83.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.139,0.300,0.986,35
