candidate_rank,frame_index,capture_time_s,used_for_calibration,selected_rank,score,num_charuco,num_aruco,corner_fraction,sharpness,centroid_u,centroid_v,centroid_u_norm,centroid_v_norm,bbox_area_norm,bbox_diag_norm,edge_margin_px,edge_margin_norm,radius_norm,grid_col,grid_row,corner_grid_cells,edge_corners_lrtb,radius_bin,size_bin,selected_reprojection_mean_px
294,860,35.141000,0,,0.511659,22.000000,17.000000,0.458333,3916.141775,771.941112,806.680376,0.402262,0.747619,0.058155,0.301390,167.731567,0.155307,0.376477,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/0,1,1,
295,862,35.266000,0,,0.510936,22.000000,17.000000,0.458333,4226.366483,779.509128,808.893055,0.406206,0.749669,0.057511,0.298538,165.807739,0.153526,0.377179,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/0,1,1,
296,863,35.359000,0,,0.511396,22.000000,17.000000,0.458333,4066.648009,781.060059,811.724518,0.407014,0.752293,0.057510,0.298781,162.947388,0.150877,0.380259,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/0,1,1,
297,865,35.484000,0,,0.514067,22.000000,17.000000,0.458333,4082.333949,789.875190,817.516055,0.411608,0.757661,0.059006,0.299768,154.615234,0.143162,0.385233,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
298,866,35.578000,0,,0.513606,22.000000,17.000000,0.458333,4105.332007,789.213253,819.871457,0.411263,0.759844,0.058289,0.299488,153.676208,0.142293,0.388312,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
299,868,35.703000,0,,0.514065,22.000000,17.000000,0.458333,3810.706016,791.065488,824.194580,0.412228,0.763850,0.058070,0.299042,148.995544,0.137959,0.393245,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
300,869,35.797000,0,,0.514534,22.000000,17.000000,0.458333,4076.715376,797.376846,827.833654,0.415517,0.767223,0.058073,0.298285,145.164978,0.134412,0.396347,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
301,871,35.937000,0,,0.513534,22.000000,17.000000,0.458333,4064.046707,797.383982,832.632077,0.415521,0.771670,0.056595,0.298084,143.220276,0.132611,0.402347,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
302,873,36.062000,0,,0.515838,22.000000,17.000000,0.458333,4006.952260,804.665888,837.684354,0.419315,0.776353,0.057828,0.299394,136.026306,0.125950,0.407138,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
303,874,36.156000,0,,0.534644,24.000000,18.000000,0.500000,4073.277028,810.117283,846.707288,0.422156,0.784715,0.059912,0.301721,132.359680,0.122555,0.417426,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
304,876,36.281000,0,,0.519509,22.000000,17.000000,0.458333,4044.406398,810.909958,837.151811,0.422569,0.775859,0.060910,0.303616,132.550293,0.122732,0.405200,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,2,
305,878,36.422000,0,,0.518400,22.000000,17.000000,0.458333,4106.806199,808.298179,837.501387,0.421208,0.776183,0.059934,0.302423,133.465454,0.123579,0.406165,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
306,880,36.562000,0,,0.518683,22.000000,17.000000,0.458333,4111.009410,812.533643,839.604115,0.423415,0.778132,0.059943,0.301441,130.909058,0.121212,0.407977,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
307,882,36.703000,0,,0.532994,24.000000,18.000000,0.500000,4041.619851,807.653554,850.967333,0.420872,0.788663,0.057945,0.300093,130.979675,0.121277,0.423291,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
308,884,36.844000,0,,0.516703,22.000000,17.000000,0.458333,4145.099179,809.536183,845.906830,0.421853,0.783973,0.056900,0.298257,128.758240,0.119221,0.416527,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
309,886,36.969000,0,,0.518093,22.000000,17.000000,0.458333,4168.189525,813.014318,845.816012,0.423666,0.783889,0.057534,0.298469,127.859558,0.118388,0.415740,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/1,1,1,
310,888,37.109000,0,,0.518283,22.000000,17.000000,0.458333,4165.066855,812.845023,845.832497,0.423577,0.783904,0.057627,0.298585,127.779175,0.118314,0.415793,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/1,1,1,
311,890,37.234000,0,,0.518854,22.000000,17.000000,0.458333,4123.635700,813.491941,846.243089,0.423915,0.784285,0.057759,0.298655,127.335754,0.117903,0.416189,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/1,1,1,
312,891,37.328000,0,,0.533679,24.000000,18.000000,0.500000,4120.385076,812.514428,853.882095,0.423405,0.791364,0.057402,0.298137,128.344421,0.118837,0.426051,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/1,1,1,
313,893,37.453000,0,,0.520149,22.000000,17.000000,0.458333,3920.959214,812.899253,847.351934,0.423606,0.785312,0.057970,0.298865,126.303528,0.116948,0.417706,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/1,1,1,
314,895,37.594000,0,,0.521121,22.000000,17.000000,0.458333,3996.450913,807.136300,849.727323,0.420603,0.787514,0.057641,0.299803,125.296875,0.116016,0.421825,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/2,1,1,
315,897,37.719000,0,,0.541005,24.000000,18.000000,0.500000,3844.439705,806.202249,860.774910,0.420116,0.797752,0.058249,0.301116,122.190674,0.113140,0.435977,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/5,1,1,
316,899,37.859000,0,,0.530119,22.000000,17.000000,0.458333,3657.527487,805.532640,854.944391,0.419767,0.792349,0.059946,0.304600,118.817627,0.110016,0.428731,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,1,
317,901,37.984000,0,,0.529589,22.000000,17.000000,0.458333,3573.685230,796.680933,855.749284,0.415154,0.793095,0.059831,0.306899,119.856079,0.110978,0.431517,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,1,
318,903,38.125000,0,,0.546668,24.000000,18.000000,0.500000,3430.062148,797.756690,865.126549,0.415715,0.801785,0.059981,0.305836,119.126831,0.110303,0.443122,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/8,1,1,
319,905,38.250000,0,,0.534147,22.000000,17.000000,0.458333,3348.147438,802.818081,857.651803,0.418352,0.794858,0.061242,0.306421,116.525879,0.107894,0.432684,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
320,907,38.375000,0,,0.535153,22.000000,17.000000,0.458333,3252.948326,798.505493,858.947205,0.416105,0.796059,0.061558,0.309136,116.233276,0.107623,0.435176,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
321,909,38.500000,0,,0.554132,24.000000,18.000000,0.500000,3169.870407,796.421346,869.949427,0.415019,0.806255,0.061892,0.309730,113.871887,0.105437,0.449475,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/8,1,2,
322,911,38.625000,0,,0.541924,22.000000,17.000000,0.458333,3229.628755,795.122312,864.903126,0.414342,0.801578,0.061954,0.309640,109.709778,0.101583,0.443366,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
323,913,38.750000,0,,0.539755,22.000000,17.000000,0.458333,3196.552572,800.418243,863.148490,0.417102,0.799952,0.061955,0.308828,111.886902,0.103599,0.440099,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
324,915,38.891000,0,,0.538990,22.000000,17.000000,0.458333,3159.893316,799.016789,861.890234,0.416371,0.798786,0.061976,0.308864,112.659302,0.104314,0.438787,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
325,917,39.016000,0,,0.541282,22.000000,17.000000,0.458333,3187.781555,798.210856,863.795524,0.415951,0.800552,0.062148,0.309266,110.474243,0.102291,0.441352,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
326,919,39.141000,0,,0.546333,22.000000,17.000000,0.458333,3029.245229,793.713056,868.880970,0.413608,0.805265,0.061796,0.308357,104.762390,0.097002,0.448666,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:4,0/0/0/6,1,2,
327,921,39.266000,0,,0.565697,24.000000,18.000000,0.500000,3123.496179,793.887628,880.798704,0.413699,0.816310,0.061610,0.307915,101.175598,0.093681,0.463681,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:4,0/0/0/8,1,2,
328,923,39.406000,0,,0.551744,22.000000,17.000000,0.458333,3112.800702,794.747459,873.266532,0.414147,0.809330,0.062218,0.309270,99.489624,0.092120,0.453995,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
329,925,39.531000,0,,0.550048,22.000000,17.000000,0.458333,3194.094290,798.307352,872.437142,0.416002,0.808561,0.062048,0.308828,101.065186,0.093579,0.452251,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
330,927,39.656000,0,,0.565202,24.000000,18.000000,0.500000,3105.357269,797.897825,881.702731,0.415788,0.817148,0.060975,0.306770,100.832397,0.093363,0.464057,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/8,1,2,
331,929,39.797000,0,,0.551926,22.000000,17.000000,0.458333,3119.398945,797.109766,875.296828,0.415378,0.811211,0.061174,0.306917,97.921753,0.090668,0.456099,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
332,931,39.922000,0,,0.555322,22.000000,17.000000,0.458333,3070.719593,797.143065,877.486017,0.415395,0.813240,0.061747,0.308214,95.012878,0.087975,0.458862,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
333,933,40.062000,0,,0.558192,22.000000,17.000000,0.458333,3130.240247,797.458281,879.114327,0.415559,0.814749,0.062320,0.309356,92.637207,0.085775,0.460863,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
334,935,40.187000,0,,0.573658,24.000000,18.000000,0.500000,3143.054624,798.978818,886.901054,0.416352,0.821966,0.062462,0.309844,93.594238,0.086661,0.470444,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/8,1,2,
335,937,40.328000,0,,0.556387,22.000000,17.000000,0.458333,3091.514825,782.429374,877.245417,0.407728,0.813017,0.062291,0.309661,95.055115,0.088014,0.461506,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
336,939,40.453000,0,,0.557154,22.000000,17.000000,0.458333,3050.153482,798.717625,877.160983,0.416216,0.812939,0.062663,0.310272,94.028564,0.087063,0.458150,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
337,941,40.578000,0,,0.558201,22.000000,17.000000,0.458333,3019.299069,796.676507,877.618317,0.415152,0.813363,0.062768,0.310431,93.032959,0.086142,0.459120,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
338,943,40.703000,0,,0.550754,21.000000,16.000000,0.437500,3097.846053,809.844102,874.509109,0.422014,0.810481,0.061590,0.306431,90.029663,0.083361,0.452726,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/5,1,2,
339,945,40.828000,0,,0.549682,21.000000,16.000000,0.437500,3129.482903,811.485914,874.649681,0.422869,0.810611,0.061183,0.305546,90.718323,0.083998,0.452612,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/5,1,2,
340,947,40.969000,0,,0.525134,19.000000,15.000000,0.395833,3062.489419,831.380989,863.589073,0.433237,0.800361,0.059216,0.306450,96.958496,0.089776,0.435141,3,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/3,1,1,
341,949,41.094000,0,,0.527835,19.000000,15.000000,0.395833,3006.737051,834.873951,866.464031,0.435057,0.803025,0.059163,0.306416,93.979919,0.087018,0.438273,3,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/3,1,1,
342,951,41.234000,0,,0.528433,19.000000,15.000000,0.395833,3030.495992,834.937783,869.605745,0.435090,0.805937,0.057895,0.304483,91.873047,0.085068,0.442291,3,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/3,1,1,
343,953,41.359000,0,,0.532055,19.000000,15.000000,0.395833,2964.965195,834.309554,873.856802,0.434763,0.809877,0.057703,0.304650,87.935974,0.081422,0.447838,3,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/3,1,1,
344,955,41.484000,0,,0.533324,19.000000,15.000000,0.395833,3001.851750,834.203975,874.926376,0.434708,0.810868,0.057867,0.305224,86.834717,0.080403,0.449226,3,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/3,1,1,
345,957,41.609000,0,,0.513154,17.000000,14.000000,0.354167,2959.548797,817.350037,862.760326,0.425925,0.799593,0.056745,0.305536,89.721313,0.083075,0.436447,2,3,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/1,1,1,
346,959,41.766000,0,,0.515069,17.000000,14.000000,0.354167,2920.389875,822.358300,864.598170,0.428535,0.801296,0.056676,0.304708,87.409729,0.080935,0.437919,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/1,1,1,
347,960,41.859000,0,,0.516746,17.000000,14.000000,0.354167,2928.616224,823.213415,867.559908,0.428980,0.804041,0.056270,0.303874,85.267761,0.078952,0.441553,3,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/1,1,1,
348,962,42.000000,0,,0.443270,16.000000,13.000000,0.333333,2928.259968,804.029442,865.065792,0.418984,0.801729,0.031368,0.294071,160.291687,0.148418,0.441824,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
349,964,42.125000,0,,0.443238,16.000000,13.000000,0.333333,2846.413697,808.138391,866.152702,0.421125,0.802737,0.031273,0.294226,159.484558,0.147671,0.442427,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
350,966,42.266000,0,,0.442561,16.000000,13.000000,0.333333,2976.944661,813.387068,865.476955,0.423860,0.802110,0.030958,0.295338,161.142700,0.149206,0.440608,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
351,968,42.391000,0,,0.443761,16.000000,13.000000,0.333333,2918.705077,812.234930,866.252190,0.423259,0.802829,0.031752,0.296798,159.137207,0.147349,0.441802,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
352,970,42.531000,0,,0.444945,16.000000,13.000000,0.333333,2881.024947,809.694344,869.021858,0.421936,0.805396,0.032209,0.295017,155.179932,0.143685,0.445781,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
353,972,42.672000,0,,0.443665,16.000000,13.000000,0.333333,2931.593163,815.257257,871.537449,0.424834,0.807727,0.030956,0.292892,154.594055,0.143143,0.447986,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
354,974,42.812000,0,,0.445661,16.000000,13.000000,0.333333,2850.365503,810.588694,874.519417,0.422402,0.810491,0.031969,0.294232,149.981995,0.138872,0.452606,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
355,976,42.953000,0,,0.446299,16.000000,13.000000,0.333333,2892.159883,808.295975,876.615547,0.421207,0.812433,0.032107,0.295747,147.935181,0.136977,0.455682,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
356,978,43.078000,0,,0.446611,16.000000,13.000000,0.333333,2884.722292,807.489462,876.569042,0.420787,0.812390,0.032339,0.295603,147.551208,0.136621,0.455768,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
357,979,43.172000,0,,0.444445,16.000000,13.000000,0.333333,2838.115586,813.524128,875.080139,0.423931,0.811010,0.031001,0.293058,151.011230,0.139825,0.452800,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
358,981,43.312000,0,,0.445431,16.000000,13.000000,0.333333,2866.101538,814.293545,876.676453,0.424332,0.812490,0.031547,0.294181,148.569519,0.137564,0.454699,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
359,983,43.453000,0,,0.448186,16.000000,13.000000,0.333333,2803.648570,811.401268,883.350002,0.422825,0.818675,0.032639,0.296942,140.689026,0.130268,0.463701,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
360,985,43.594000,0,,0.449881,16.000000,13.000000,0.333333,2770.846866,811.988623,891.011856,0.423131,0.825776,0.032829,0.297097,132.700073,0.122870,0.473368,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
361,987,43.734000,0,,0.449427,16.000000,13.000000,0.333333,2833.055080,814.229115,891.290489,0.424299,0.826034,0.032479,0.295675,132.875854,0.123033,0.473347,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
362,989,43.875000,0,,0.448425,16.000000,13.000000,0.333333,2859.584219,817.411818,889.034962,0.425957,0.823943,0.032097,0.296198,135.836121,0.125774,0.469940,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
363,991,44.000000,0,,0.449109,16.000000,13.000000,0.333333,2803.474136,814.024096,887.887409,0.424192,0.822880,0.032734,0.297058,135.931519,0.125863,0.469038,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
364,992,44.094000,0,,0.450491,16.000000,13.000000,0.333333,2807.081872,811.459925,890.272316,0.422856,0.825090,0.033403,0.297630,132.594421,0.122773,0.472514,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
365,994,44.234000,0,,0.450495,16.000000,13.000000,0.333333,2732.569836,811.567137,893.401249,0.422911,0.827990,0.032943,0.296391,129.988525,0.120360,0.476487,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
366,996,44.375000,0,,0.454711,16.000000,13.000000,0.333333,2737.253043,806.537455,897.426651,0.420290,0.831721,0.033016,0.293852,125.421509,0.116131,0.482477,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/2,1,1,
367,998,44.516000,0,,0.457669,16.000000,13.000000,0.333333,2761.957075,803.075390,897.810627,0.418486,0.832077,0.034021,0.294027,123.475952,0.114330,0.483569,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/2,1,1,
368,1000,44.656000,0,,0.448081,16.000000,13.000000,0.333333,2339.268823,815.084097,890.634930,0.424744,0.825426,0.032998,0.292816,132.221863,0.122428,0.472368,2,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
369,1002,44.781000,0,,0.443107,16.000000,13.000000,0.333333,2283.624836,837.207184,882.426727,0.436273,0.817819,0.031285,0.289475,142.829895,0.132250,0.458411,3,4,1:3 1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
370,1003,44.875000,0,,0.436165,16.000000,13.000000,0.333333,2078.962032,860.653725,877.102695,0.448491,0.812885,0.029101,0.286769,151.723450,0.140485,0.448442,3,4,1:4 2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
371,1005,45.000000,0,,0.434553,16.000000,13.000000,0.333333,2083.199750,896.609901,867.464375,0.467228,0.803952,0.029680,0.283186,161.443115,0.149484,0.432345,3,4,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,1,
372,1007,45.141000,0,,0.533860,19.000000,15.000000,0.395833,2074.734811,936.956283,891.871174,0.488252,0.826572,0.058510,0.294639,82.929810,0.076787,0.462141,3,4,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/5,1,1,
373,1009,45.266000,0,,0.562235,22.000000,17.000000,0.458333,2553.687313,952.766565,870.590718,0.496491,0.806850,0.066291,0.297757,88.787537,0.082211,0.433979,3,4,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/5,1,2,
374,1011,45.406000,0,,0.556405,22.000000,17.000000,0.458333,3381.115843,966.829154,858.026900,0.503819,0.795206,0.068882,0.299195,97.462219,0.090243,0.417519,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/3,1,2,
375,1013,45.547000,0,,0.552584,22.000000,17.000000,0.458333,3442.573276,975.826804,851.583344,0.508508,0.789234,0.070009,0.299994,102.677490,0.095072,0.409215,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/3,1,2,
376,1015,45.687000,0,,0.567551,24.000000,18.000000,0.500000,3381.916268,990.685532,854.988269,0.516251,0.792389,0.071076,0.299186,104.915955,0.097144,0.414139,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/3,1,2,
377,1017,45.812000,0,,0.542596,22.000000,17.000000,0.458333,3590.460309,994.927485,840.428367,0.518461,0.778896,0.070030,0.297899,112.948669,0.104582,0.395281,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/2,1,2,
378,1019,45.953000,0,,0.550205,24.000000,18.000000,0.500000,3211.530689,1000.372431,840.277812,0.521299,0.778756,0.069899,0.298430,121.785217,0.112764,0.395370,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/1,1,2,
379,1021,46.078000,0,,0.524062,22.000000,17.000000,0.458333,3009.475471,1010.805767,819.845035,0.526736,0.759819,0.068630,0.297668,136.046082,0.125969,0.369380,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/0,1,2,
380,1023,46.219000,0,,0.598999,25.000000,19.000000,0.520833,3239.719113,994.315061,826.781326,0.518142,0.766248,0.085950,0.310505,91.250916,0.084492,0.377404,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/3,1,2,
381,1025,46.359000,0,,0.650905,30.000000,21.000000,0.625000,3342.831637,1017.773834,841.110189,0.530367,0.779528,0.089778,0.311341,81.543457,0.075503,0.397637,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
382,1027,46.484000,0,,0.651839,30.000000,21.000000,0.625000,4075.388796,1032.147469,843.240698,0.537857,0.781502,0.088983,0.310621,79.795898,0.073885,0.401688,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
383,1029,46.625000,0,,0.665252,32.000000,22.000000,0.666667,4152.357393,1051.853355,852.598516,0.548126,0.790175,0.086828,0.309115,80.498840,0.074536,0.415975,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/8,1,2,
384,1031,46.766000,0,,0.646167,32.000000,22.000000,0.666667,3772.185523,1058.500984,844.915588,0.551590,0.783054,0.081811,0.304046,95.108887,0.088064,0.406894,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/8,1,2,
385,1033,46.906000,0,,0.597587,28.000000,21.000000,0.583333,4167.245176,1069.206824,823.410433,0.557169,0.763124,0.078231,0.300321,109.229614,0.101139,0.380795,3,3,2:3 2:4 3:3 3:4 4:3 4:4,0/0/0/6,1,2,
386,1035,47.031000,0,,0.598957,28.000000,21.000000,0.583333,2858.567305,1081.025691,816.537183,0.563328,0.756754,0.080234,0.302834,109.466614,0.101358,0.373986,3,3,2:3 2:4 3:3 3:4 4:3 4:4 5:3 5:4,0/0/0/6,1,2,
387,1036,47.125000,0,,0.593615,28.000000,21.000000,0.583333,2748.161811,1098.442753,813.220228,0.572404,0.753680,0.079333,0.302310,114.713867,0.106217,0.373083,4,3,2:3 2:4 3:3 3:4 4:3 4:4 5:3 5:4,0/0/0/6,1,2,
388,1038,47.250000,0,,0.582807,28.000000,21.000000,0.583333,3734.271679,1124.632505,804.437097,0.586051,0.745539,0.078233,0.300750,125.890076,0.116565,0.367952,4,3,3:3 3:4 4:3 4:4 5:3 5:4,0/0/0/3,1,2,
389,1040,47.391000,0,,0.583367,28.000000,21.000000,0.583333,4239.692421,1133.014088,797.518529,0.590419,0.739127,0.080471,0.302431,127.648193,0.118193,0.361545,4,3,3:3 3:4 4:3 4:4 5:3 5:4,0/0/0/1,1,2,
390,1042,47.516000,0,,0.583280,28.000000,21.000000,0.583333,4144.104218,1145.945136,790.350621,0.597157,0.732484,0.082182,0.304348,132.314392,0.122513,0.356338,4,3,3:3 3:4 4:3 4:4 5:3 5:4,0/0/0/0,1,2,
391,1044,47.641000,0,,0.586915,28.000000,21.000000,0.583333,4377.747497,1156.377308,784.196224,0.602594,0.726781,0.085514,0.308720,134.551575,0.124585,0.352008,4,3,3:3 3:4 4:3 4:4 5:3 5:4,0/0/0/0,1,2,
392,1045,47.734000,0,,0.661053,29.000000,22.000000,0.604167,4081.716426,1174.985903,785.986507,0.612291,0.728440,0.106759,0.327229,79.916443,0.073997,0.359983,4,3,3:3 3:4 4:3 4:4 5:2 5:3 5:4,0/0/0/1,1,2,
393,1047,47.859000,0,,0.681484,31.000000,23.000000,0.645833,3581.945715,1203.239984,790.739153,0.627014,0.732844,0.109931,0.329795,80.561890,0.074594,0.375098,4,3,3:3 3:4 4:2 4:3 4:4 5:2 5:3 5:4,0/0/0/3,1,2,
394,1049,48.000000,0,,0.730668,37.000000,25.000000,0.770833,4559.019415,1218.093616,800.110658,0.634754,0.741530,0.112664,0.331572,81.192566,0.075178,0.391140,4,3,3:2 3:3 3:4 4:2 4:3 4:4 5:2 5:3 5:4,0/0/0/5,1,2,
395,1051,48.125000,0,,0.699659,33.000000,24.000000,0.687500,3984.025863,1230.958337,786.702067,0.641458,0.729103,0.115511,0.335418,86.310791,0.079917,0.380785,4,3,3:2 3:3 3:4 4:2 4:3 4:4 5:2 5:3 5:4,0/0/0/5,1,2,
396,1053,48.250000,0,,0.698506,33.000000,24.000000,0.687500,3407.176195,1257.201126,783.092868,0.655133,0.725758,0.116350,0.337213,90.485291,0.083783,0.387384,4,3,3:2 3:3 3:4 4:2 4:3 4:4 5:2 5:3 5:4,0/0/0/5,1,2,
397,1055,48.375000,0,,0.751764,39.000000,26.000000,0.812500,4762.131318,1261.608760,794.819345,0.657430,0.736626,0.119638,0.339966,86.471436,0.080066,0.401936,4,3,3:2 3:3 3:4 4:2 4:3 4:4 5:2 5:3 5:4,0/0/0/7,1,2,
398,1056,48.469000,1,41,0.760506,40.000000,27.000000,0.833333,4282.723553,1262.237013,791.438943,0.657758,0.733493,0.122562,0.343016,88.797668,0.082220,0.398513,4,3,3:2 3:3 3:4 4:2 4:3 4:4 5:2 5:3 5:4,0/0/0/7,1,3,0.257820
